Timestamp,UUID,Who would you most want to have dinner with?,I believe AGI is likely within the next 10 years.,I would most want to work at:,I prefer working solo rather than on large collaborations.,Your model training style is closest to:,Most current AI benchmarks are meaningless.,Your research style is most like:,We should slow down AI progress until safety is better understood.,I believe creativity is more important than rigor in research.,Your favorite kind of contribution:,"If my paper gets rejected, I assume the reviewers misunderstood it.","I regularly abandon ideas that don’t show quick promise.
",What is your favorite ML related podcast?,I’d rather build a working prototype than write a perfect paper.,What is the primary bottleneck right now?,Which statement do you most agree with?,What are you interested in outside of your research and career?,What is your field of research and what field are you most interested in branching out into?,"I want to be e-mailed about future matches with people attending other AI research conferences (ICLR, CVPR, ICML, etc.)."
12/4/2025 22:43:27,af7fbafe-1703-50db-c48a-3d5fd566d676,Demis Hassabis,5,My Own Startup,4,"Train now, analyze later",2,"Hacker: try stuff, see what sticks",2,2,New model architecture,1,2,Lex Fridman,5,Energy: We can't build power plants fast enough.,Solving protein folding is worth more than a better chatbot.,"Reading (sci-fi, fiction, and yes papers), competitions (piano, programming, markets), traveling, finding people who are different than me, and finding a girlfriend :(","Modeling the human distribution, previously in quantitative finance. Interested into branching into more serious AI architecture work ",Yes
12/4/2025 22:44:10,4cfe5fa2-1cf3-47f1-910e-b8dc82fb5290,Geoffrey Hinton,5,OpenAI,3,Copy whatever works on Twitter,3,"Hacker: try stuff, see what sticks",2,4,New model architecture,4,3,Machine Learning Street Talk,4,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.",Trying new restaurants and recommending good ones to people,I am in ML for science and would to explore more about reasoning LLMs,Yes
12/4/2025 23:02:33,b9b08722-d5fb-c8d1-c7de-fee54599b07d,Fei‑Fei Li,2,My Own Startup,2,"Train now, analyze later",4,Synthesizer: I connect ideas from many fields,3,5,New model architecture,2,4,Lex Fridman,4,Data: We have run out of quality human text.,Solving protein folding is worth more than a better chatbot.,"reading, music, movies, piano, swimming, gym","brain computer interfaces, robotics, shared autonomy, multimodal representation learning. interested in branching into reinforcement learning",Yes
12/4/2025 23:15:23,ab364302-1457-b2c4-d59c-2e1a6dd4dc65,Yann LeCun,2,Google DeepMind,3,"Train now, analyze later",4,"Hacker: try stuff, see what sticks",4,2,Deep theoretical insight,2,5,Machine Learning Street Talk,3,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,"jigsaw puzzles, indie pop music, boba, ","Graph machine learning, geometric deep learning",Yes
12/4/2025 23:22:31,5e64c272-dcf1-9801-6659-c1ab5f9ee5f6,Demis Hassabis,2,Google DeepMind,5,Grid search and prayer,3,Synthesizer: I connect ideas from many fields,1,3,Deep theoretical insight,2,3,Latent Space,1,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,"Rock music, Indie music, Films",Discrete diffusion; interested field: computational neuroscience & cognitive science,Yes
12/4/2025 23:48:06,d494b24e-8f25-da7b-5e87-a827aab9f633,Demis Hassabis,2,Google DeepMind,3,Grid search and prayer,4,"Philosopher: abstract, first-principles reasoning",3,4,Codebase that actually runs,4,4,None,2,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,,,Yes
12/4/2025 23:55:38,e534da30-0425-64f3-b278-975579972c10,François Chollet,2,Research lab at a top university,2,"Train now, analyze later",2,"Hacker: try stuff, see what sticks",3,4,Deep theoretical insight,2,1,None,5,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,"Cars, Painting, History, Religion, PTV Dramas","Current: Reinforcement learning, imitation learning

Interested in working on: adversarial robustness, adversarial attacks",Yes
12/5/2025 0:17:28,f2a46909-4710-dd51-4a21-c008d7700aa1,Andrew Ng,4,My Own Startup,4,"Train now, analyze later",2,Engineer: build systems that actually work,4,4,Codebase that actually runs,2,5,Latent Space,5,Data: We have run out of quality human text.,Inductive bias is not a dirty word.,Gaming and trading,"Applied AI Research, financial domain",Yes
12/5/2025 0:45:48,75abce48-e9da-37b5-e5a0-afc4d08e2bad,Andrej Karpathy,2,Anthropic,2,"Train now, analyze later",3,"Hacker: try stuff, see what sticks",3,2,Codebase that actually runs,2,3,No Priors,4,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,"aviation/flying/airplanes, food, travel, climbing, learning languages, teaching","currently post training LLMs for code generation, would like to explore RL for robotics and safety/interpretability",Yes
12/5/2025 1:12:05,464870e7-0c06-ea94-08a8-eef65aa54b8c,Seto Kaiba,5,Google DeepMind,2,Careful tuning of every hyperparameter,3,"Philosopher: abstract, first-principles reasoning",2,4,Better loss function,1,4,Lex Fridman,3,Compute: NVIDIA doesn't make enough H100s/Blackwells.,"We are hitting the data wall, reasoning is the new frontier.","Magic the gathering, yugioh. I would collect those and play. I also play hypixel Skyblock and wynncraft on Minecraft and valorant",I am currently doing llm research and also explainable ml. I am very very interested is Information retrieval and search engines. I'm looking more into ai safety and alignment to look into llms and data poisoning and testing robustness and alignment.,Yes
12/5/2025 1:21:14,f68b3b0b-96e8-0e2b-d437-58087310c93c,Noam Shazeer,4,Google DeepMind,1,"Write the paper first, train when the rebuttal comes",3,Synthesizer: I connect ideas from many fields,1,4,Codebase that actually runs,4,2,Interconnects,5,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.","Music, Dance, Arts","Post Training RL and Prompt Optimization, Optimization in general",Yes
12/5/2025 2:59:46,d35e7ac6-8774-17f3-87b6-542ca5232b2f,Liang Wenfeng,4,My Own Startup,4,Grid search and prayer,5,Engineer: build systems that actually work,2,4,Codebase that actually runs,3,4,No Priors,4,"Intelligence: The models aren't actually smart, they just memorize.","If it doesn't fit on a single GPU, it doesn't exist.","hiking, photography","coding agent, agent memory",Yes
12/5/2025 4:01:46,41a022bb-f7e9-519d-4a0b-3a3d2f7d65b8,Dario Amodei,1,OpenAI,2,Copy whatever works on Twitter,5,"Hacker: try stuff, see what sticks",3,3,Cool dataset,1,2,The Dwarkesh Podcast,3,Data: We have run out of quality human text.,Solving protein folding is worth more than a better chatbot.,"Marathon Swimming, Movies, Fashion, Geopolitics","Computer Use Agents, Interpretability, Hallucinations",Yes
12/5/2025 4:54:33,9233cec5-4e11-25b1-ec36-0df062b4b321,Jensen Huang,4,NVIDIA,2,"Write the paper first, train when the rebuttal comes",5,Engineer: build systems that actually work,1,4,Codebase that actually runs,2,2,None,5,Compute: NVIDIA doesn't make enough H100s/Blackwells.,"If it doesn't fit on a single GPU, it doesn't exist.",Alcohol - every part of the globe has its own drink,Diffusion models - topological data analysis ,Yes
12/5/2025 6:10:34,5f8b6d99-9cf4-8dd4-703b-bd70236c38c8,Andrej Karpathy,5,My Own Startup,1,Grid search and prayer,4,Engineer: build systems that actually work,3,3,Codebase that actually runs,4,4,None,3,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.","Badminton, Swimming, Trail Running, Sketching, Painting, Writing","AI for Scientific Research (Literature Search, Paper Feedback, Agent Solvers)",Yes
12/5/2025 6:20:24,a23cb4f3-3d01-5a67-91f4-c88437c62df1,Yann LeCun,4,My Own Startup,2,Careful tuning of every hyperparameter,3,Synthesizer: I connect ideas from many fields,3,3,New model architecture,2,4,Lex Fridman,4,Data: We have run out of quality human text.,Scale is all you need.,"Art, music , philosophy of technology, consciousness ",My field is brain decoding. I am interested in foundation models and consciousness studies,Yes
12/5/2025 6:56:17,dcc6164a-e098-d8bb-9cfe-851f5572fae5,Demis Hassabis,3,Google DeepMind,2,Grid search and prayer,2,Synthesizer: I connect ideas from many fields,2,3,Deep theoretical insight,3,2,No Priors,1,Data: We have run out of quality human text.,Inductive bias is not a dirty word.,Mathematical art and creativity ,Multi agent systems and alignment. Interested in getting more into RL,Yes
12/5/2025 8:01:23,8cabd256-ace3-20b8-ac83-5030fa5b06f3,Demis Hassabis,4,NVIDIA,2,Copy whatever works on Twitter,3,Synthesizer: I connect ideas from many fields,3,4,Deep theoretical insight,2,4,The Dwarkesh Podcast,4,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,Trying out new restaurants and cuisines,I do evals and RL environment design but I would love to branch out into mech interpretability which is something I used to do back in grad school,No
12/5/2025 8:25:58,c4144158-7372-7b5b-2950-7482ed48eb59,Geoffrey Hinton,2,Google DeepMind,2,"Train now, analyze later",3,"Hacker: try stuff, see what sticks",1,5,Better loss function,5,5,Last Week in AI / AI News,5,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.",Family,Deep learning and reinforcement learning,Yes
12/5/2025 8:28:37,d69ce0d4-2c27-ed45-093a-f7cc21a7fc3e,Kaiming He,2,Research lab at a top university,3,"Write the paper first, train when the rebuttal comes",4,"Philosopher: abstract, first-principles reasoning",3,5,Deep theoretical insight,5,3,None,3,"Intelligence: The models aren't actually smart, they just memorize.","If it doesn't fit on a single GPU, it doesn't exist.",Enjoying life,Deep Learning ,Yes
12/5/2025 9:00:25,9452e5ee-00f9-4cc5-8a30-f527fd807ebb,Elon Musk,3,My Own Startup,3,Grid search and prayer,3,Engineer: build systems that actually work,3,4,Deep theoretical insight,5,3,None,3,"Intelligence: The models aren't actually smart, they just memorize.","If it doesn't fit on a single GPU, it doesn't exist.",,,Yes
12/5/2025 9:13:04,68c8a12d-e318-7a23-d038-5511f1c491fe,Demis Hassabis,2,Google DeepMind,5,Grid search and prayer,3,"Hacker: try stuff, see what sticks",1,3,Deep theoretical insight,2,3,Latent Space,1,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,,,
12/5/2025 9:22:32,4fffba49-9414-aadc-4dfd-d84ef559e71b,Ilya Sutskever,3,Research lab at a top university,2,Careful tuning of every hyperparameter,3,"Philosopher: abstract, first-principles reasoning",2,3,Deep theoretical insight,1,4,The Dwarkesh Podcast,2,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,Indie rock music  ,"Computational biology, interested in branching into causal modelling",Yes
12/5/2025 9:24:01,f622d7c3-db01-e0a0-1f66-91465cad6dab,Normal people,1,NVIDIA,3,"Train now, analyze later",5,Synthesizer: I connect ideas from many fields,4,3,Codebase that actually runs,3,2,None,4,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,Enjoying a chill life,"Diffusion Models, interested in branching to climate and ai4science in general",Yes
12/5/2025 9:25:00,fc4e8e4e-5e81-0585-652c-6d066512f4c1,Andrej Karpathy,4,My Own Startup,1,Copy whatever works on Twitter,4,Engineer: build systems that actually work,1,4,Codebase that actually runs,3,2,Latent Space,5,Compute: NVIDIA doesn't make enough H100s/Blackwells.,"If it doesn't fit on a single GPU, it doesn't exist.","Music, cooking, learning languages, travel","3D reconstruction, branching into language models",Yes
12/5/2025 9:26:34,7f995295-6930-1707-097b-6ef92edaa1ea,Richard Sutton,2,Google DeepMind,3,"Train now, analyze later",3,Synthesizer: I connect ideas from many fields,1,3,Deep theoretical insight,3,2,Lex Fridman,5,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.",birding,Neuroscience; robotics,Yes
12/5/2025 10:05:52,aaa39695-69d7-8fb7-4c59-381ccab90681,Fei‑Fei Li,2,Mid-sized Startup,2,Grid search and prayer,4,"Hacker: try stuff, see what sticks",4,3,Codebase that actually runs,4,4,None,5,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.",Travel and stories,"Reinforcement learning, BO, data effeciency",Yes
12/5/2025 10:10:54,d8d4a52f-f562-f90e-e80a-2e9265d5b679,Elon Musk,2,My Own Startup,2,Copy whatever works on Twitter,4,Synthesizer: I connect ideas from many fields,3,3,Cool dataset,5,4,None,2,Compute: NVIDIA doesn't make enough H100s/Blackwells.,Solving protein folding is worth more than a better chatbot.,Travelling and Food ,"Medical AI, most interested in branching out to AI agents and interpretability and trustworthy AI",Yes
12/5/2025 10:13:06,1bd88664-14f0-9861-8b20-1a95c0df00b7,Yann LeCun,1,Mid-sized Startup,3,Grid search and prayer,4,"Hacker: try stuff, see what sticks",2,4,Meme-worthy figures,1,4,The Dwarkesh Podcast,5,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,"Running, lifting weights, sports (hockey, soccer), food, clothing/style, cars","I research neuroimaging, particularly interested in graphical models, graph learning, multimodal graphs, and time-varying graphs. I worked over the summer with a startup training a deep learning model for detection of stroke from CT angiograms of the head. I would like to do more medical imaging related and computer vision research. I’m an MD/PhD so I’m particularly interested in this interesection.",Yes
12/5/2025 10:15:01,f8829853-659d-47f9-e6f6-eeca6eb94fca,Elon Musk,3,NVIDIA,4,"Train now, analyze later",4,Engineer: build systems that actually work,2,4,Codebase that actually runs,1,3,Last Week in AI / AI News,5,Data: We have run out of quality human text.,Scale is all you need.,"I'm an AI infra engineer, so I'm really interested in applying AI models in the real world.","My field of work focuses on AI infrastructure, including model deployment, MLOps pipelines, and large-scale real-time inference systems.
I'm interested in branching out into building more efficient multimodal AI systems and exploring how LLMs can be reliably deployed in real-world applications.",No
12/5/2025 10:22:12,11e33980-f978-8ff5-fd4a-63af8c8eb032,Andrej Karpathy,2,Jane street,3,"Write the paper first, train when the rebuttal comes",4,"Hacker: try stuff, see what sticks",3,4,Deep theoretical insight,4,2,SemiAnalysis,4,Data: We have run out of quality human text.,"If it doesn't fit on a single GPU, it doesn't exist.",Chilling with friends,"Scientific computing, RL",No
12/5/2025 10:23:31,df5cfec5-165e-8066-3244-d82b731b8c92,Susan Zhang,2,Tesla/SpaceX/xAI,4,Copy whatever works on Twitter,4,Synthesizer: I connect ideas from many fields,1,3,New model architecture,3,3,The Dwarkesh Podcast,5,Data: We have run out of quality human text.,"We are hitting the data wall, reasoning is the new frontier.",Poker,AI,Yes
12/5/2025 10:28:22,d494efda-4258-5905-a2a1-8a507efad588,Fei‑Fei Li,3,My Own Startup,3,Careful tuning of every hyperparameter,3,"Philosopher: abstract, first-principles reasoning",3,3,Meme-worthy figures,2,3,Machine Learning Street Talk,4,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.",,,Yes
12/5/2025 10:28:56,76d2cc43-1f7e-8a85-606d-e9b7b52812cd,Kaiming He,3,Research lab at a top university,4,"Write the paper first, train when the rebuttal comes",3,Theorist: math is the real lens of truth,2,3,Deep theoretical insight,4,3,None,3,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,Ado,"I actually do research in math primarily, and I do research in machine learning as a secondary interest.",Yes
12/5/2025 10:36:31,46227dbe-3fac-e9de-d771-8f033854eb11,Andrej Karpathy,3,Google DeepMind,4,Grid search and prayer,5,"Curator: I love organizing, benchmarking, and visualizing",4,2,Codebase that actually runs,1,2,Owl Posting,5,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,"Distance running, jpop, matcha","Computational metabolomics/drug discovery, interested in moving to work more with proteins",No
12/5/2025 10:40:53,6f6ca3b4-597f-ca30-cbf1-e4282195bdd1,Demis Hassabis,2,Anthropic,3,"Train now, analyze later",4,Synthesizer: I connect ideas from many fields,2,4,Deep theoretical insight,3,3,The Dwarkesh Podcast,3,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,"Life, the universe, everything. Art, cooking, cultural analysis.",Currently mechanistic interpretability. Interested in branching out to continual and open-ended learning.,Yes
12/5/2025 10:41:02,9ad65c19-0e1a-cc89-c846-7b236f34ad1d,Ilya Sutskever,4,Anthropic,2,"Train now, analyze later",4,"Hacker: try stuff, see what sticks",3,5,Better loss function,4,4,The Dwarkesh Podcast,4,Data: We have run out of quality human text.,Inductive bias is not a dirty word.,,,Yes
12/5/2025 10:43:57,b04efeb8-6c08-ea64-221c-8da64a04858d,Ilya Sutskever,1,Google DeepMind,5,"Write the paper first, train when the rebuttal comes",5,"Hacker: try stuff, see what sticks",1,2,New model architecture,5,1,Lex Fridman,5,"Intelligence: The models aren't actually smart, they just memorize.","If it doesn't fit on a single GPU, it doesn't exist.",Star wars,,Yes
12/5/2025 10:45:14,25855c08-6904-b5f8-00cd-6ee57900daea,Andrew Ng,5,Google DeepMind,4,Careful tuning of every hyperparameter,4,Engineer: build systems that actually work,2,3,New model architecture,4,3,Latent Space,1,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.",,,Yes
12/5/2025 10:54:32,609a11a3-006a-a7a9-7a52-2e73e2f905a0,Sam Altman,4,Anthropic,2,Grid search and prayer,3,"Hacker: try stuff, see what sticks",1,3,Codebase that actually runs,3,5,The Dwarkesh Podcast,5,"Intelligence: The models aren't actually smart, they just memorize.",Scale is all you need.,Aerospace,Industrial production in aerospace,No
12/5/2025 11:00:45,71006029-eefa-fdee-0c19-cffd626e3bea,Andrej Karpathy,1,My Own Startup,2,Careful tuning of every hyperparameter,5,Engineer: build systems that actually work,3,2,Codebase that actually runs,3,4,Lex Fridman,5,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,Soccer and health,"Computer vision, currently EV charging. May branch into health and sports analytics  AI. ",Yes
12/5/2025 11:01:30,5ddf3202-d790-1a8c-f61b-260f3f77943f,Ilya Sutskever,5,Anthropic,3,"Train now, analyze later",3,"Philosopher: abstract, first-principles reasoning",3,4,Deep theoretical insight,2,3,The Dwarkesh Podcast,5,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,"Women, Safety, Caring for the people in my life","Everything pretraining, post training (RL)",Yes
12/5/2025 11:08:04,8aa3ffc1-4895-2200-e580-a81658113732,Alec Radford,4,Anthropic,2,"Train now, analyze later",3,Synthesizer: I connect ideas from many fields,2,4,Cool dataset,3,5,No Priors,2,Data: We have run out of quality human text.,"We are hitting the data wall, reasoning is the new frontier.","History, Economics, Angel Investing, The Stock Market ",LLM Alignment and Evaluation; interested in getting into mid-training,Yes
12/5/2025 11:13:03,78f75b0e-c793-1c3c-13a7-6223073f102a,Demis Hassabis,2,Google DeepMind,3,"Train now, analyze later",4,"Hacker: try stuff, see what sticks",2,4,Cool dataset,2,3,The Dwarkesh Podcast,3,Data: We have run out of quality human text.,Scale is all you need.,Music production,Continual learning,Yes
12/5/2025 11:15:06,a1a1e637-e110-8f75-645c-2a368634a314,Yann LeCun,3,Google DeepMind,3,"Train now, analyze later",3,"Hacker: try stuff, see what sticks",3,4,New model architecture,3,4,The Dwarkesh Podcast,2,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,"Weightlifting, cooking, music, disconnecting",Mechanistic Interpretability -- interested in branching out into computational linguistics and digging deeper into model taxonomies and representations.,Yes
12/5/2025 11:17:19,c54bbc70-c940-ae9d-ed05-0d20e9029722,Richard Sutton,4,My Own Startup,2,"Train now, analyze later",4,"Hacker: try stuff, see what sticks",2,4,Deep theoretical insight,4,2,Lex Fridman,5,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,Scuba Diving,Ai for meta materials discovery ,No
12/5/2025 11:18:50,be37d936-9961-ae0c-97d0-dbf13ad5f5c2,Sam Altman,3,OpenAI,3,Careful tuning of every hyperparameter,2,"Hacker: try stuff, see what sticks",3,3,New model architecture,5,3,Latent Space,5,Energy: We can't build power plants fast enough.,Scale is all you need.,,,Yes
12/5/2025 11:19:46,bc4cc615-d78f-e3b4-ad3d-703a6274994f,Cynthia Rudin,1,My Own Startup,4,Grid search and prayer,4,Engineer: build systems that actually work,4,4,Codebase that actually runs,2,4,Sports Illustrated,5,Energy: We can't build power plants fast enough.,"If it doesn't fit on a single GPU, it doesn't exist.","Basketball, food and family",Computer vision,Yes
12/5/2025 11:21:25,c28a0a8a-e44c-15c6-f481-57c894c76c2d,Alec Radford,2,Research lab at a top university,1,"Train now, analyze later",4,"Philosopher: abstract, first-principles reasoning",3,2,New model architecture,3,2,The Dwarkesh Podcast,3,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,hiking and skiing,"ml and econ theory, ai for science ",No
12/5/2025 11:24:05,5fcdca1a-7253-56f8-81a9-7a6653c2055a,Noam Shazeer,1,Google DeepMind,3,"Train now, analyze later",3,"Philosopher: abstract, first-principles reasoning",3,3,New model architecture,2,1,The Robot Brains,3,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,Food,Time series analysis; Robotics,No
12/5/2025 11:27:23,4025f740-70fa-8f25-ab23-2cecf845e23a,Yann LeCun,1,Research lab at a top university,2,"Train now, analyze later",2,Engineer: build systems that actually work,1,2,New model architecture,4,3,None,4,Data: We have run out of quality human text.,Solving protein folding is worth more than a better chatbot.,"books, anime, (plastic) model building","nlp, signal processing for brain",Yes
12/5/2025 11:32:10,db900c5d-ad8d-2e3a-7b6d-06c597092e7d,Andrej Karpathy,4,Research lab at a top university,4,"Train now, analyze later",2,"Curator: I love organizing, benchmarking, and visualizing",1,3,New model architecture,2,1,The Dwarkesh Podcast,3,Data: We have run out of quality human text.,"We are hitting the data wall, reasoning is the new frontier.","Power lifting, formula 1, badminton ",Fluid dynamics formula 1,Yes
12/5/2025 11:33:37,1a4ef4f6-4155-8fe7-eeaa-cabf28b6c9ac,Andrej Karpathy,4,My Own Startup,4,Careful tuning of every hyperparameter,5,Synthesizer: I connect ideas from many fields,2,5,Better loss function,5,1,Last Week in AI / AI News,5,Energy: We can't build power plants fast enough.,Solving protein folding is worth more than a better chatbot.,"Farming, traveling ",My research field is biomedical ( medical devices). Interested in branching to more clinical side.,Yes
12/5/2025 11:35:39,26238913-c01f-61a6-43e0-706fa87befbc,Andrej Karpathy,4,Anthropic,2,Grid search and prayer,5,"Philosopher: abstract, first-principles reasoning",2,4,Deep theoretical insight,4,4,The Dwarkesh Podcast,5,Data: We have run out of quality human text.,"We are hitting the data wall, reasoning is the new frontier.","Drawing, Video Games, Magic The Gathering, Ok photography",Astronomy ,Yes
12/5/2025 11:44:59,91b22e69-2f3e-39f3-9937-98cfe22e59bd,Elon Musk,2,Google DeepMind,2,Careful tuning of every hyperparameter,3,Engineer: build systems that actually work,2,3,Deep theoretical insight,4,3,Lex Fridman,1,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.","Music, Sports",Reinforcement Learning Robotics,No
12/5/2025 11:46:25,fb643f4d-1353-a229-476e-fcae95dde938,Ilya Sutskever,4,My Own Startup,3,"Train now, analyze later",4,"Philosopher: abstract, first-principles reasoning",3,4,Deep theoretical insight,3,3,The Dwarkesh Podcast,5,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,"Electronics, babies, stand up comedy ",Generalist deep learning. Evolutionary Algorithms.,Yes
12/5/2025 11:46:42,e1b6ddbe-1441-224c-5b35-cf0760476453,Leo Breiman ,2,Research lab at a top university,2,Grid search and prayer,3,Synthesizer: I connect ideas from many fields,1,3,Codebase that actually runs,2,3,None,4,"Intelligence: The models aren't actually smart, they just memorize.","If it doesn't fit on a single GPU, it doesn't exist.",Being a good husband and a good human ,PhD was in statistics but I am mostly looking for a job now and for other people to do research projects with ,Yes
12/5/2025 11:50:48,73bbacd9-73cc-c030-1cae-48dce5385b5d,Jeff Dean,3,Anthropic,2,"Train now, analyze later",5,"Hacker: try stuff, see what sticks",1,2,Codebase that actually runs,5,3,None,3,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,nothing :(,language model inversion and branching into interpretability by design,Yes
12/5/2025 11:53:09,0f72da83-b674-6177-e5ed-29569919ede6,Timnit Gebru,3,Mid-sized Startup,3,Grid search and prayer,3,Synthesizer: I connect ideas from many fields,3,3,Codebase that actually runs,3,3,None,4,Data: We have run out of quality human text.,"We are hitting the data wall, reasoning is the new frontier.","ethics, ending apartheid :)",NLP in healthcare,Yes
12/5/2025 11:54:34,d1a976a2-ed2d-fb47-e6c2-795a167dd726,Andrej Karpathy,3,Anthropic,3,Careful tuning of every hyperparameter,4,Engineer: build systems that actually work,4,3,New model architecture,2,1,Lex Fridman,4,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,"Running, swimming, bouldering ",Evaluation and Safety ,Yes
12/5/2025 12:01:21,1752e697-21a9-1100-6023-ce56b0c3cc40,Andrej Karpathy,1,Google DeepMind,3,"Train now, analyze later",3,"Hacker: try stuff, see what sticks",3,4,Cool dataset,2,2,The Dwarkesh Podcast,4,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,"Basketball, gaming, music festivals/concerts, coffee, dogs","Affective computing, explainable AI, Interpretability, multimodal moxels",Yes
12/5/2025 12:11:00,bc4d7a66-48e5-e069-f7eb-f34ed9ca8355,Fei‑Fei Li,3,Google DeepMind,3,"Train now, analyze later",4,"Curator: I love organizing, benchmarking, and visualizing",2,3,Meme-worthy figures,2,3,Lex Fridman,4,Data: We have run out of quality human text.,"We are hitting the data wall, reasoning is the new frontier.",climbing and dancing,,Yes
12/5/2025 12:21:21,1eeff61d-5202-f152-319f-9a2b581ae495,Noam Shazeer,3,My Own Startup,4,Copy whatever works on Twitter,3,"Philosopher: abstract, first-principles reasoning",1,3,Cool dataset,5,5,The Dwarkesh Podcast,4,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,Meditation / Buddhism ,"LLM post training, interested in non-verifiable rewards ",Yes
12/5/2025 12:27:59,97777416-fd99-765b-ea60-1f495327b980,Demis Hassabis,4,My Own Startup,4,Grid search and prayer,3,"Philosopher: abstract, first-principles reasoning",2,4,Deep theoretical insight,4,3,Lex Fridman,5,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,"Everything! I love exploring new fields. Every area has something exciting to contribute, so I'm always open to learning more about fields outside my expertise.","Bioengineering, AI, and longevity. Always interested in branching out to more fields to integrate them all together. Most interested in physics, music, and political theory (theory of cooperation).",Yes
12/5/2025 12:39:23,b6855efe-ac4c-b3ed-d8ca-eb8c910fb9b5,Demis Hassabis,4,Anthropic,2,Copy whatever works on Twitter,2,"Hacker: try stuff, see what sticks",3,3,Cool dataset,1,5,Interconnects,4,Data: We have run out of quality human text.,Solving protein folding is worth more than a better chatbot.,Safety and interpretability,Simulating human behavior,No
12/5/2025 12:46:17,7fef476d-f433-0516-56bf-adfc1541eda9,Yann LeCun,1,OpenAI,3,"Train now, analyze later",3,Engineer: build systems that actually work,1,4,Deep theoretical insight,2,4,SemiAnalysis,5,Energy: We can't build power plants fast enough.,"We are hitting the data wall, reasoning is the new frontier.",Video games,ML systems. Want to branch into algorithms and architecture ,Yes
12/5/2025 12:47:14,6f945cd9-59d5-062d-3345-5d2b690fa3a7,Andrew Ng,4,Research lab at a top university,3,Grid search and prayer,4,"Hacker: try stuff, see what sticks",4,4,Codebase that actually runs,2,,None,4,Data: We have run out of quality human text.,"We are hitting the data wall, reasoning is the new frontier.","I like to travel the world and try new foods and drinks. I also enjoy history and philosophy, and I'm a Furry if that's relevant.","I work with LLM as a judge and LLM routers, trying to make them a little more reliable. But I would love to branch out into applications of LLMs to healthcare or biology ",Yes
12/5/2025 12:47:22,5ebcfeda-efb4-16a8-edfd-ab171d822c99,Kaiming He,1,My Own Startup,2,Grid search and prayer,4,Theorist: math is the real lens of truth,1,5,Deep theoretical insight,5,1,None,4,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,"Running, swimming, karaoke","Scaling laws and generalization, interested in learning more about accelerating training",Yes
